Datetime,Open,High,Low,Close,Volume
2026-02-10 11:40:00-05:00,605.41,605.45,605.36,605.36,80518
2026-02-10 11:41:00-05:00,605.26,605.47,605.15,605.3,307360
2026-02-10 11:42:00-05:00,605.11,605.17,605.05,605.15,88338
2026-02-10 11:43:00-05:00,605.12,605.17,605.03,605.1,203237
2026-02-10 11:44:00-05:00,605.38,605.52,605.31,605.37,218939
2026-02-10 11:45:00-05:00,605.5,605.65,605.39,605.47,148382
2026-02-10 11:46:00-05:00,605.74,605.83,605.57,605.78,74733
2026-02-10 11:47:00-05:00,605.57,605.78,605.31,605.58,380114
2026-02-10 11:48:00-05:00,605.6,605.67,605.55,605.67,159720
2026-02-10 11:49:00-05:00,605.68,605.7,605.64,605.7,158186
2026-02-10 11:50:00-05:00,605.42,605.59,605.33,605.41,177270
2026-02-10 11:51:00-05:00,605.48,605.53,605.42,605.49,110287
2026-02-10 11:52:00-05:00,605.36,605.41,605.16,605.39,272277
2026-02-10 11:53:00-05:00,605.46,605.58,605.26,605.35,270272
2026-02-10 11:54:00-05:00,605.29,605.36,605.28,605.24,210834
2026-02-10 11:55:00-05:00,605.38,605.47,605.3,605.32,80552
2026-02-10 11:56:00-05:00,605.19,605.31,605.06,605.35,101245
2026-02-10 11:57:00-05:00,605.34,605.36,605.23,605.3,230995
2026-02-10 11:58:00-05:00,605.41,605.72,605.4,605.37,289131
2026-02-10 11:59:00-05:00,605.47,605.68,605.39,605.51,402811
2026-02-10 12:00:00-05:00,605.42,605.5,605.3,605.33,222104
2026-02-10 12:01:00-05:00,605.35,605.38,605.34,605.36,221978
2026-02-10 12:02:00-05:00,605.16,605.21,605.09,605.23,215323
2026-02-10 12:03:00-05:00,605.37,605.43,605.36,605.4,70935
2026-02-10 12:04:00-05:00,605.47,605.5,605.31,605.53,94794
2026-02-10 12:05:00-05:00,605.52,605.6,605.51,605.57,165194
2026-02-10 12:06:00-05:00,605.48,605.49,605.42,605.46,130973
2026-02-10 12:07:00-05:00,605.58,605.64,605.43,605.57,104057
2026-02-10 12:08:00-05:00,605.56,605.73,605.53,605.47,272644
2026-02-10 12:09:00-05:00,605.66,605.77,605.66,605.63,277268
2026-02-10 12:10:00-05:00,605.98,606.26,605.94,606.07,130254
2026-02-10 12:11:00-05:00,606.33,606.39,606.27,606.24,141366
2026-02-10 12:12:00-05:00,606.22,606.34,606.12,606.23,159956
2026-02-10 12:13:00-05:00,606.56,606.68,606.44,606.56,146240
2026-02-10 12:14:00-05:00,606.74,606.88,606.69,606.77,176879
2026-02-10 12:15:00-05:00,606.85,607.15,606.78,606.81,124804
2026-02-10 12:16:00-05:00,606.81,606.89,606.67,606.78,331125
2026-02-10 12:17:00-05:00,606.72,606.78,606.65,606.73,223343
2026-02-10 12:18:00-05:00,606.5,606.69,606.28,606.48,119803
2026-02-10 12:19:00-05:00,606.61,606.66,606.53,606.6,444676
2026-02-10 12:20:00-05:00,606.53,606.7,606.44,606.64,160081
2026-02-10 12:21:00-05:00,606.49,606.52,606.49,606.65,294842
2026-02-10 12:22:00-05:00,606.46,606.52,606.33,606.57,228878
2026-02-10 12:23:00-05:00,606.62,606.67,606.55,606.67,283325
2026-02-10 12:24:00-05:00,606.78,606.91,606.63,606.82,324837
2026-02-10 12:25:00-05:00,606.81,606.82,606.66,606.83,108177
2026-02-10 12:26:00-05:00,606.8,606.8,606.64,606.8,179073
2026-02-10 12:27:00-05:00,606.61,606.7,606.53,606.59,480041
2026-02-10 12:28:00-05:00,606.71,606.74,606.52,606.72,155181
2026-02-10 12:29:00-05:00,606.88,606.9,606.82,606.94,179341
2026-02-10 12:30:00-05:00,606.75,606.77,606.67,606.66,295824
2026-02-10 12:31:00-05:00,606.71,606.76,606.52,606.68,157491
2026-02-10 12:32:00-05:00,607.11,607.29,606.85,607.08,202806
2026-02-10 12:33:00-05:00,606.99,607.07,606.96,606.91,122756
2026-02-10 12:34:00-05:00,607.21,607.29,607.2,607.14,409756
2026-02-10 12:35:00-05:00,606.99,607.08,606.99,606.98,183812
2026-02-10 12:36:00-05:00,607.12,607.27,606.94,607.18,156204
2026-02-10 12:37:00-05:00,607.24,607.29,607.17,607.28,203588
2026-02-10 12:38:00-05:00,607.54,607.57,607.46,607.63,155613
2026-02-10 12:39:00-05:00,607.48,607.7,607.47,607.49,79587
2026-02-10 12:40:00-05:00,607.42,607.52,607.34,607.3,130210
2026-02-10 12:41:00-05:00,607.39,607.69,607.2,607.44,238043
2026-02-10 12:42:00-05:00,607.53,607.65,607.53,607.46,162461
2026-02-10 12:43:00-05:00,607.87,607.97,607.84,607.88,164957
2026-02-10 12:44:00-05:00,607.56,607.59,607.47,607.54,98635
2026-02-10 12:45:00-05:00,607.94,608.02,607.87,608.03,216704
2026-02-10 12:46:00-05:00,608.17,608.18,608.09,608.2,230754
2026-02-10 12:47:00-05:00,608.4,608.47,608.27,608.48,124540
2026-02-10 12:48:00-05:00,608.49,608.75,608.41,608.51,387697
2026-02-10 12:49:00-05:00,608.44,608.5,608.4,608.47,201205
2026-02-10 12:50:00-05:00,608.39,608.4,608.13,608.42,386069
2026-02-10 12:51:00-05:00,608.46,608.47,608.39,608.44,97597
2026-02-10 12:52:00-05:00,608.22,608.26,608.14,608.31,127823
2026-02-10 12:53:00-05:00,608.05,608.23,608.03,608.15,274731
2026-02-10 12:54:00-05:00,608.03,608.16,608.02,608.08,149296
2026-02-10 12:55:00-05:00,608.21,608.4,608.03,608.17,324501
2026-02-10 12:56:00-05:00,608.34,608.4,608.31,608.3,123605
2026-02-10 12:57:00-05:00,608.4,608.54,608.33,608.44,135224
2026-02-10 12:58:00-05:00,607.94,608.08,607.73,607.87,135778
2026-02-10 12:59:00-05:00,607.76,607.9,607.7,607.76,193542
2026-02-10 13:00:00-05:00,607.91,607.92,607.75,607.88,267836
2026-02-10 13:01:00-05:00,607.68,607.74,607.5,607.66,248975
2026-02-10 13:02:00-05:00,607.68,607.72,607.43,607.71,197001
2026-02-10 13:03:00-05:00,607.93,607.96,607.9,607.92,147535
2026-02-10 13:04:00-05:00,607.98,608.07,607.98,607.98,234760
2026-02-10 13:05:00-05:00,608.06,608.3,607.94,608.12,193540
2026-02-10 13:06:00-05:00,607.59,607.84,607.57,607.52,283251
2026-02-10 13:07:00-05:00,607.76,607.89,607.68,607.75,423799
2026-02-10 13:08:00-05:00,607.86,607.96,607.8,607.88,175467
2026-02-10 13:09:00-05:00,608.35,608.36,608.33,608.42,275220
2026-02-10 13:10:00-05:00,608.63,608.71,608.49,608.56,368323
2026-02-10 13:11:00-05:00,608.74,608.84,608.74,608.76,191833
2026-02-10 13:12:00-05:00,608.88,609.08,608.83,608.94,144050
2026-02-10 13:13:00-05:00,609.16,609.31,609.08,609.14,231095
2026-02-10 13:14:00-05:00,609.47,609.49,609.45,609.47,149262
2026-02-10 13:15:00-05:00,609.33,609.5,609.13,609.26,106565
2026-02-10 13:16:00-05:00,608.99,609.07,608.83,609.05,369907
2026-02-10 13:17:00-05:00,608.92,609.2,608.8,608.77,138355
2026-02-10 13:18:00-05:00,609.4,609.57,609.2,609.55,271382
2026-02-10 13:19:00-05:00,609.71,609.78,609.64,609.76,249373
2026-02-10 13:20:00-05:00,609.82,609.83,609.81,609.8,111638
2026-02-10 13:21:00-05:00,609.57,609.58,609.45,609.58,93732
2026-02-10 13:22:00-05:00,609.88,609.99,609.69,609.94,99229
2026-02-10 13:23:00-05:00,609.76,609.79,609.69,609.76,100290
2026-02-10 13:24:00-05:00,609.57,609.64,609.53,609.6,73387
2026-02-10 13:25:00-05:00,609.62,609.69,609.6,609.63,321923
2026-02-10 13:26:00-05:00,609.6,609.62,609.54,609.61,166779
2026-02-10 13:27:00-05:00,609.53,609.61,609.36,609.46,390345
2026-02-10 13:28:00-05:00,609.46,609.55,609.35,609.54,140438
2026-02-10 13:29:00-05:00,609.4,609.43,609.29,609.32,475715
2026-02-10 13:30:00-05:00,609.51,609.59,609.46,609.5,148353
2026-02-10 13:31:00-05:00,609.57,609.59,609.45,609.54,491521
2026-02-10 13:32:00-05:00,609.38,609.39,609.06,609.48,108897
2026-02-10 13:33:00-05:00,609.74,609.81,609.67,609.72,367397
2026-02-10 13:34:00-05:00,609.76,609.83,609.63,609.68,117637
2026-02-10 13:35:00-05:00,609.82,609.91,609.79,609.84,74761
2026-02-10 13:36:00-05:00,610.03,610.27,609.98,609.95,300689
2026-02-10 13:37:00-05:00,610.39,610.44,610.3,610.42,158279
2026-02-10 13:38:00-05:00,610.46,610.52,610.34,610.37,177137
2026-02-10 13:39:00-05:00,610.49,610.6,610.4,610.56,301959
2026-02-10 13:40:00-05:00,610.66,610.79,610.62,610.67,298507
2026-02-10 13:41:00-05:00,611.14,611.18,611.11,611.14,139447
2026-02-10 13:42:00-05:00,611.16,611.25,611.04,611.08,109864
2026-02-10 13:43:00-05:00,610.88,610.94,610.74,610.9,55467
2026-02-10 13:44:00-05:00,611.39,611.39,611.29,611.38,169551
2026-02-10 13:45:00-05:00,611.61,611.65,611.58,611.57,191156
2026-02-10 13:46:00-05:00,611.85,611.87,611.75,611.79,212831
2026-02-10 13:47:00-05:00,611.9,611.9,611.77,611.9,206354
2026-02-10 13:48:00-05:00,612.11,612.28,612.04,612.03,163599
2026-02-10 13:49:00-05:00,611.96,612.0,611.89,611.97,148229
2026-02-10 13:50:00-05:00,612.11,612.12,612.05,611.99,168087
2026-02-10 13:51:00-05:00,611.99,612.01,611.84,612.09,219688
2026-02-10 13:52:00-05:00,612.27,612.29,612.08,612.25,175313
2026-02-10 13:53:00-05:00,612.21,612.24,612.16,612.21,177230
2026-02-10 13:54:00-05:00,612.26,612.31,612.11,612.17,261653
2026-02-10 13:55:00-05:00,611.84,611.95,611.67,611.77,145454
2026-02-10 13:56:00-05:00,611.56,611.62,611.46,611.4,121996
2026-02-10 13:57:00-05:00,611.51,611.56,611.33,611.51,178381
2026-02-10 13:58:00-05:00,611.66,611.68,611.54,611.65,296050
2026-02-10 13:59:00-05:00,611.71,611.82,611.65,611.7,104568
2026-02-10 14:00:00-05:00,612.07,612.24,611.87,612.06,339620
2026-02-10 14:01:00-05:00,612.0,612.12,611.92,612.04,405552
2026-02-10 14:02:00-05:00,611.96,612.22,611.88,611.97,235872
2026-02-10 14:03:00-05:00,612.24,612.44,612.24,612.27,111668
2026-02-10 14:04:00-05:00,612.17,612.41,612.15,612.18,135582
2026-02-10 14:05:00-05:00,611.97,612.09,611.82,611.9,117190
2026-02-10 14:06:00-05:00,612.11,612.26,612.03,612.07,267807
2026-02-10 14:07:00-05:00,611.9,612.08,611.86,611.98,143570
2026-02-10 14:08:00-05:00,612.05,612.1,611.78,612.11,117976
2026-02-10 14:09:00-05:00,612.11,612.14,611.92,612.14,209801
2026-02-10 14:10:00-05:00,612.35,612.39,612.25,612.23,96528
2026-02-10 14:11:00-05:00,612.77,612.91,612.75,612.79,141717
2026-02-10 14:12:00-05:00,612.97,613.07,612.9,612.99,149707
2026-02-10 14:13:00-05:00,612.97,613.16,612.91,613.01,235023
2026-02-10 14:14:00-05:00,613.23,613.25,613.07,613.19,198758
2026-02-10 14:15:00-05:00,613.18,613.25,613.02,613.19,164495
2026-02-10 14:16:00-05:00,613.53,613.56,613.21,613.42,215939
2026-02-10 14:17:00-05:00,613.72,613.76,613.56,613.71,227883
2026-02-10 14:18:00-05:00,613.53,613.56,613.43,613.57,121751
2026-02-10 14:19:00-05:00,613.88,613.93,613.74,613.96,203272
2026-02-10 14:20:00-05:00,613.81,613.83,613.81,613.85,109924
2026-02-10 14:21:00-05:00,613.83,613.89,613.73,613.88,130779
2026-02-10 14:22:00-05:00,613.81,614.02,613.76,613.87,182105
2026-02-10 14:23:00-05:00,613.59,613.8,613.4,613.55,305985
2026-02-10 14:24:00-05:00,614.1,614.17,614.08,614.22,351883
2026-02-10 14:25:00-05:00,614.52,614.67,614.4,614.57,218876
2026-02-10 14:26:00-05:00,614.46,614.56,614.46,614.43,149478
2026-02-10 14:27:00-05:00,614.63,614.75,614.62,614.56,340702
2026-02-10 14:28:00-05:00,614.63,614.72,614.4,614.63,156163
2026-02-10 14:29:00-05:00,614.95,615.03,614.83,615.03,411286
2026-02-10 14:30:00-05:00,615.1,615.13,614.98,615.17,135117
2026-02-10 14:31:00-05:00,615.49,615.68,615.43,615.49,92984
2026-02-10 14:32:00-05:00,615.2,615.24,615.18,615.1,128924
2026-02-10 14:33:00-05:00,615.33,615.4,615.19,615.33,38710
2026-02-10 14:34:00-05:00,615.7,615.9,615.64,615.72,120438
2026-02-10 14:35:00-05:00,615.55,615.59,615.45,615.54,300579
2026-02-10 14:36:00-05:00,615.55,615.66,615.45,615.57,145329
2026-02-10 14:37:00-05:00,615.75,615.85,615.57,615.75,142121
2026-02-10 14:38:00-05:00,615.65,615.95,615.54,615.63,235254
2026-02-10 14:39:00-05:00,615.7,615.76,615.51,615.75,124925
2026-02-10 14:40:00-05:00,615.5,615.54,615.34,615.5,205502
2026-02-10 14:41:00-05:00,615.24,615.38,615.15,615.25,108539
2026-02-10 14:42:00-05:00,615.49,615.61,615.48,615.53,201674
2026-02-10 14:43:00-05:00,615.55,615.6,615.45,615.49,169918
2026-02-10 14:44:00-05:00,615.05,615.1,614.94,614.99,49937
2026-02-10 14:45:00-05:00,615.2,615.45,615.19,615.18,113096
2026-02-10 14:46:00-05:00,615.48,615.56,615.38,615.42,127851
2026-02-10 14:47:00-05:00,615.54,615.74,615.5,615.52,143461
2026-02-10 14:48:00-05:00,615.28,615.39,615.27,615.48,148710
2026-02-10 14:49:00-05:00,615.37,615.46,615.31,615.37,289011
2026-02-10 14:50:00-05:00,615.13,615.25,615.05,615.2,415255
2026-02-10 14:51:00-05:00,615.08,615.24,615.07,615.11,249293
2026-02-10 14:52:00-05:00,614.96,615.03,614.83,614.93,137669
2026-02-10 14:53:00-05:00,614.81,614.86,614.56,614.81,95438
2026-02-10 14:54:00-05:00,615.1,615.11,615.04,615.13,95683
2026-02-10 14:55:00-05:00,615.09,615.21,614.95,615.13,594087
2026-02-10 14:56:00-05:00,615.18,615.21,615.14,615.16,192767
2026-02-10 14:57:00-05:00,615.24,615.4,615.12,615.32,287776
2026-02-10 14:58:00-05:00,615.25,615.51,615.17,615.25,311295
2026-02-10 14:59:00-05:00,615.09,615.15,614.99,615.08,213922
2026-02-10 15:00:00-05:00,615.05,615.1,614.94,615.03,365012
2026-02-10 15:01:00-05:00,615.3,615.49,615.18,615.33,131162
2026-02-10 15:02:00-05:00,615.32,615.43,615.28,615.39,90262
2026-02-10 15:03:00-05:00,615.26,615.29,615.23,615.3,142992
2026-02-10 15:04:00-05:00,615.2,615.31,615.03,615.32,173371
2026-02-10 15:05:00-05:00,615.04,615.12,614.98,615.06,178044
2026-02-10 15:06:00-05:00,615.15,615.23,615.02,615.14,199767
2026-02-10 15:07:00-05:00,615.3,615.53,615.28,615.37,99980
2026-02-10 15:08:00-05:00,615.3,615.57,615.2,615.3,124534
2026-02-10 15:09:00-05:00,615.39,615.41,615.3,615.42,130908
2026-02-10 15:10:00-05:00,615.36,615.45,615.28,615.43,101954
2026-02-10 15:11:00-05:00,615.28,615.38,615.24,615.27,408028
2026-02-10 15:12:00-05:00,615.24,615.24,615.2,615.14,242794
2026-02-10 15:13:00-05:00,615.07,615.2,614.95,615.06,382814
2026-02-10 15:14:00-05:00,615.06,615.06,614.91,615.07,102367
2026-02-10 15:15:00-05:00,615.26,615.32,615.23,615.09,268477
2026-02-10 15:16:00-05:00,615.4,615.48,615.17,615.48,210155
2026-02-10 15:17:00-05:00,615.39,615.51,615.2,615.49,314097
2026-02-10 15:18:00-05:00,615.55,615.56,615.35,615.5,143913
2026-02-10 15:19:00-05:00,615.97,615.99,615.95,615.97,214430
2026-02-10 15:20:00-05:00,616.3,616.38,616.28,616.22,112281
2026-02-10 15:21:00-05:00,616.2,616.21,616.15,616.12,115126
2026-02-10 15:22:00-05:00,616.2,616.39,616.11,616.11,169603
2026-02-10 15:23:00-05:00,616.16,616.26,616.12,616.05,318133
2026-02-10 15:24:00-05:00,616.2,616.22,616.12,616.15,181062
2026-02-10 15:25:00-05:00,616.16,616.25,616.02,616.27,164498
2026-02-10 15:26:00-05:00,616.16,616.25,615.97,616.06,66067
2026-02-10 15:27:00-05:00,616.22,616.29,616.03,616.19,636542
2026-02-10 15:28:00-05:00,616.26,616.46,616.15,616.21,355762
2026-02-10 15:29:00-05:00,615.88,615.97,615.85,615.87,248375
2026-02-10 15:30:00-05:00,615.91,615.94,615.83,615.93,442685
2026-02-10 15:31:00-05:00,615.72,615.89,615.71,615.76,410737
2026-02-10 15:32:00-05:00,615.77,615.89,615.74,615.8,299560
2026-02-10 15:33:00-05:00,615.57,615.59,615.57,615.57,366675
2026-02-10 15:34:00-05:00,615.24,615.3,615.23,615.17,440742
2026-02-10 15:35:00-05:00,615.48,615.59,615.36,615.44,503775
2026-02-10 15:36:00-05:00,615.82,615.97,615.7,615.78,671037
2026-02-10 15:37:00-05:00,616.08,616.12,616.05,616.08,463447
2026-02-10 15:38:00-05:00,616.24,616.34,616.03,616.14,781100
2026-02-10 15:39:00-05:00,616.44,616.58,616.31,616.37,331332
2026-02-10 15:40:00-05:00,616.41,616.45,616.31,616.5,783435
2026-02-10 15:41:00-05:00,616.31,616.34,616.11,616.37,271945
2026-02-10 15:42:00-05:00,616.62,616.77,616.55,616.64,401550
2026-02-10 15:43:00-05:00,616.48,616.53,616.42,616.51,403955
2026-02-10 15:44:00-05:00,616.48,616.54,616.47,616.46,389300
2026-02-10 15:45:00-05:00,616.44,616.64,616.37,616.48,351002
2026-02-10 15:46:00-05:00,616.38,616.53,616.34,616.41,385630
2026-02-10 15:47:00-05:00,616.1,616.24,615.95,616.21,437030
2026-02-10 15:48:00-05:00,616.52,616.59,616.45,616.48,165340
2026-02-10 15:49:00-05:00,616.37,616.45,616.35,616.25,321335
2026-02-10 15:50:00-05:00,616.51,616.65,616.48,616.46,1147770
2026-02-10 15:51:00-05:00,616.05,616.08,615.91,615.97,1083235
2026-02-10 15:52:00-05:00,616.14,616.2,616.13,616.05,1526460
